,Unnamed: 0,Brand,Name,Colour,Storage,Battery,Camera_Pixel,Selfie_cam_pixel,Display_size,RAM,Star_ratings,Users_rated,Price
47,47,Samsung,SAMSUNG Galaxy,Black,128.0,6000.0,64,20,16.26,6.0,4.2,3877.0,14990.0
48,48,Samsung,SAMSUNG Galaxy,Light Blue,128.0,6000.0,64,20,16.26,6.0,4.2,3877.0,14533.0
49,49,Samsung,SAMSUNG Galaxy,Awesome Gray,128.0,5000.0,108,32,17.02,8.0,4.2,1129.0,41999.0
50,50,Samsung,SAMSUNG Galaxy,Awesome Mint,128.0,5000.0,108,32,17.02,8.0,4.2,1129.0,41999.0
51,51,Samsung,SAMSUNG Galaxy,Phantom Black,128.0,4500.0,50,10,16.76,8.0,4.5,1584.0,84999.0
52,52,Samsung,SAMSUNG Galaxy,Blue,32.0,5000.0,13,5,16.51,3.0,4.0,299.0,11499.0
53,53,Samsung,SAMSUNG GALAXY,Midnight Blue,64.0,5000.0,50,50,16.51,4.0,3.7,113.0,14598.0
54,54,Samsung,SAMSUNG Galaxy,Peach,128.0,5000.0,50,8,16.76,6.0,4.2,629.0,19499.0
55,55,Samsung,SAMSUNG Galaxy,Black,64.0,5000.0,50,8,16.76,4.0,4.1,560.0,14499.0
56,56,Samsung,SAMSUNG Galaxy,Blue,32.0,5000.0,48,5,16.51,3.0,4.2,367.0,9999.0
57,57,Samsung,SAMSUNG Galaxy,Awesome Black,128.0,4500.0,64,32,16.51,6.0,4.3,2087.0,24999.0
58,58,Samsung,SAMSUNG Galaxy,Awesome Violet,128.0,4500.0,64,32,16.51,6.0,4.2,945.0,29490.0
59,59,Samsung,SAMSUNG Galaxy,Gold,256.0,2600.0,8,5,12.7,2.0,4.3,7665.0,7450.0
60,60,Samsung,SAMSUNG Galaxy,Green,64.0,5000.0,50,8,16.76,4.0,4.1,560.0,14499.0
61,61,Samsung,SAMSUNG Galaxy,Phantom White,128.0,3700.0,50,10,15.49,8.0,4.4,35.0,66990.0
62,62,Samsung,SAMSUNG Galaxy,White,64.0,6000.0,48,48,16.51,4.0,4.2,16328.0,11689.0
63,63,Samsung,SAMSUNG Galaxy,Awesome Peach,128.0,5000.0,64,32,16.51,8.0,4.1,1108.0,33499.0
64,64,Samsung,SAMSUNG Galaxy,Awesome White,128.0,5000.0,64,32,16.51,8.0,4.1,1108.0,33499.0
65,65,Samsung,SAMSUNG Galaxy,Mint,128.0,5000.0,48,8,16.76,6.0,4.1,2372.0,17599.0
66,66,Samsung,SAMSUNG Galaxy,Black,128.0,6000.0,48,48,16.51,6.0,4.2,7461.0,13989.0
67,67,Samsung,SAMSUNG Galaxy,Awesome Blue,128.0,5000.0,64,20,16.26,8.0,4.1,249.0,18989.0
68,68,Samsung,SAMSUNG Galaxy,Black,128.0,5000.0,50,8,16.76,6.0,4.1,215.0,16999.0
69,69,Samsung,SAMSUNG Galaxy,Awesome Black,128.0,5000.0,64,64,16.26,6.0,4.1,2507.0,18490.0
70,70,Samsung,SAMSUNG Galaxy,Peach,128.0,5000.0,50,8,16.76,6.0,4.1,215.0,16999.0
71,71,Samsung,SAMSUNG GALAXY,Aqua Green,128.0,6000.0,50,50,16.76,6.0,4.0,209.0,13492.0
72,72,Samsung,SAMSUNG Galaxy,Black,32.0,5000.0,48,5,16.51,3.0,4.2,367.0,9499.0
73,73,Samsung,SAMSUNG M21,Charcoal Black,64.0,6000.0,48,48,16.26,4.0,4.2,1358.0,12889.0
74,74,Samsung,SAMSUNG GALAXY,Aqua Green,128.0,6000.0,50,50,16.76,6.0,4.0,209.0,13492.0
75,75,Samsung,SAMSUNG Galaxy,Awesome Mint,128.0,5000.0,108,32,17.02,8.0,4.2,1129.0,41999.0
76,76,Samsung,SAMSUNG Galaxy,Phantom Black,256.0,3700.0,50,10,15.49,8.0,4.4,35.0,69990.0
77,77,Samsung,SAMSUNG Galaxy,Blue,128.0,5000.0,50,8,16.76,6.0,4.1,215.0,16999.0
78,78,Samsung,SAMSUNG Galaxy,Peach,64.0,5000.0,50,8,16.76,4.0,4.1,560.0,14499.0
79,79,Samsung,SAMSUNG M53,Emerald Brown,128.0,5000.0,108,108,17.02,6.0,4.2,230.0,25500.0
80,80,Samsung,SAMSUNG Galaxy,Laser Green,128.0,7000.0,64,32,17.02,6.0,4.2,91417.0,29999.0
0,0,Realme,realme C30s,Stripe Blue,32.0,5000.0,8,5,16.51,2.0,4.4,871.0,7499.0
1,1,Realme,realme C35,Glowing Black,128.0,5000.0,50,8,16.76,4.0,4.4,147.0,12999.0
2,2,Realme,realme C35,Glowing Green,64.0,5000.0,50,8,16.76,4.0,4.4,147.0,11999.0
3,3,Realme,realme 9i,Rocking Black,128.0,5000.0,50,8,16.76,6.0,4.3,3611.0,16999.0
4,4,Realme,realme Narzo,Speed Blue,256.0,5000.0,50,16,16.76,6.0,4.4,5877.0,15499.0
5,5,Realme,realme Narzo,Speed Blue,256.0,5000.0,50,16,16.76,4.0,4.5,14026.0,12999.0
6,6,Realme,realme C35,Glowing Black,64.0,5000.0,50,8,16.76,4.0,4.4,147.0,11999.0
7,7,Realme,realme Narzo,Racing Silver,128.0,5000.0,48,16,16.51,6.0,4.3,83178.0,16999.0
8,8,Realme,realme Narzo,Speed Black,256.0,5000.0,50,16,16.76,6.0,4.4,5877.0,15499.0
9,9,Realme,realme C33,Night Sea,64.0,5000.0,50,5,16.51,4.0,4.5,40321.0,9999.0
10,10,Realme,realme GT,Steel Black,128.0,5000.0,50,32,17.02,8.0,4.2,2490.0,49999.0
11,11,Realme,realme C33,Aqua Blue,64.0,5000.0,50,5,16.51,4.0,4.5,40321.0,9999.0
12,12,Realme,realme C33,Sandy Gold,64.0,5000.0,50,5,16.51,4.0,4.5,40321.0,9999.0
13,13,Realme,realme 9,Meteor Black,256.0,5000.0,108,16,16.26,8.0,4.4,15580.0,17999.0
14,14,Realme,realme 9,Stargaze White,256.0,5000.0,108,16,16.26,8.0,4.4,15580.0,17999.0
15,15,Realme,realme 9,Sunburst Gold,256.0,5000.0,108,16,16.26,8.0,4.4,15580.0,17999.0
16,16,Realme,realme C30s,Stripe Black,32.0,5000.0,8,5,16.51,2.0,4.4,871.0,7499.0
17,17,Realme,realme C33,Aqua Blue,32.0,5000.0,50,5,16.51,3.0,4.5,13450.0,8999.0
18,18,Realme,realme 9i,Soulful Blue,64.0,5000.0,50,8,16.76,4.0,4.5,32349.0,14999.0
19,19,Realme,realme 9i,Soulful Blue,64.0,5000.0,50,8,16.76,4.0,4.5,32349.0,14999.0
20,20,Realme,realme 9i,Metallica Gold,64.0,5000.0,50,8,16.76,4.0,4.5,32349.0,14999.0
21,21,Realme,realme 9i,Rocking Black,64.0,5000.0,50,8,16.76,4.0,4.5,32349.0,14999.0
22,22,Realme,realme 9,Meteor Black,256.0,5000.0,108,16,16.26,6.0,4.4,46338.0,16999.0
23,23,Realme,realme C30,Bamboo Green,32.0,5000.0,8,5,16.51,3.0,4.1,26797.0,7999.0
24,24,Realme,realme C30,Denim Black,32.0,5000.0,8,5,16.51,3.0,4.1,26797.0,7999.0
25,25,Realme,realme C35,Glowing Black,128.0,5000.0,50,8,16.76,6.0,4.2,10294.0,13999.0
26,26,Realme,realme C30,Lake Blue,32.0,5000.0,8,5,16.51,2.0,4.3,54354.0,6999.0
27,27,Realme,realme C30,Denim Black,32.0,5000.0,8,5,16.51,2.0,4.3,54354.0,6999.0
28,28,Realme,realme C30,Bamboo Green,32.0,5000.0,8,5,16.51,2.0,4.3,54354.0,6999.0
29,29,Realme,realme C31,Dark Green,64.0,5000.0,13,5,16.56,4.0,4.4,49314.0,9999.0
30,30,Realme,realme C31,Light Silver,64.0,5000.0,13,5,16.56,4.0,4.4,49314.0,9999.0
31,31,Realme,realme 9i,Metallica Gold,128.0,5000.0,50,8,16.76,6.0,4.3,3611.0,16999.0
32,32,Realme,realme 9,Supersonic Blue,128.0,5000.0,48,16,16.51,6.0,4.4,39584.0,17499.0
33,33,Realme,realme C31,Dark Green,32.0,5000.0,13,5,16.56,3.0,4.5,43647.0,9299.0
34,34,Realme,realme C31,Light Silver,32.0,5000.0,13,5,16.56,3.0,4.5,43647.0,9299.0
35,35,Realme,realme 9,Meteor Black,64.0,5000.0,48,16,16.51,4.0,4.5,34766.0,15999.0
36,36,Realme,realme 9,Stargaze White,128.0,5000.0,48,16,16.51,6.0,4.4,39584.0,17499.0
37,37,Realme,realme 9,Meteor Black,128.0,5000.0,48,16,16.51,6.0,4.4,39584.0,17499.0
38,38,Realme,realme 9,Stargaze White,64.0,5000.0,48,16,16.51,4.0,4.5,34766.0,15999.0
39,39,Realme,realme 9,Aurora Green,256.0,5000.0,64,16,16.76,6.0,4.4,73793.0,18999.0
40,40,Realme,realme 9,Sunrise Blue,256.0,5000.0,64,16,16.76,8.0,4.3,12752.0,20999.0
41,41,Realme,realme 9,Midnight Black,256.0,5000.0,64,16,16.76,6.0,4.4,73793.0,18999.0
42,42,Realme,realme C30s,Stripe Black,64.0,5000.0,8,5,16.51,4.0,4.2,1077.0,8999.0
43,43,Realme,realme C30s,Stripe Blue,64.0,5000.0,8,5,16.51,4.0,4.2,1077.0,8999.0
44,44,Realme,realme C35,Glowing Black,128.0,5000.0,50,8,16.76,4.0,4.4,147.0,12999.0
45,45,Realme,realme 9,Azure Glow,128.0,5000.0,48,16,16.76,8.0,4.3,1973.0,22999.0
46,46,Realme,realme 9,Starry Glow,128.0,5000.0,48,16,16.76,8.0,4.3,1973.0,22999.0
47,47,Realme,realme 9,Starry Glow,128.0,5000.0,48,16,16.76,6.0,4.4,22657.0,19999.0
48,48,Realme,realme C20,Cool Blue,256.0,5000.0,8,5,16.51,2.0,4.4,294.0,7499.0
49,49,Realme,realme GT,Shade Black,128.0,5000.0,64,16,16.81,6.0,4.3,9486.0,29999.0
50,50,Realme,realme GT,Drifting White,128.0,5000.0,64,16,16.81,8.0,4.3,5299.0,31999.0
51,51,Realme,realme GT,Dash Yellow,128.0,5000.0,64,16,16.81,8.0,4.3,5299.0,31999.0
52,52,Realme,realme GT,Drifting White,128.0,5000.0,64,16,16.81,6.0,4.3,9486.0,29999.0
53,53,Realme,realme GT,Dash Yellow,256.0,5000.0,64,16,16.81,8.0,4.3,5299.0,33999.0
54,54,Realme,realme GT,Shade Black,256.0,5000.0,64,16,16.81,8.0,4.3,5299.0,33999.0
55,55,Realme,realme GT,Drifting White,256.0,5000.0,64,16,16.81,8.0,4.3,5299.0,33999.0
56,56,Realme,realme GT,Shade Black,128.0,5000.0,64,16,16.81,8.0,4.3,5299.0,31999.0
57,57,Realme,realme GT,Dash Yellow,128.0,5000.0,64,16,16.81,8.0,4.3,5299.0,31999.0
58,58,Realme,realme C35,Glowing Green,128.0,5000.0,50,8,16.76,6.0,4.2,10294.0,13999.0
59,59,Realme,realme 9i,Prism Blue,128.0,5000.0,50,16,16.76,4.0,4.5,105.0,14999.0
60,60,Realme,realme 9,Azure Glow,128.0,5000.0,48,16,16.76,6.0,4.4,22657.0,19999.0
61,61,Realme,Realme C30,Lake Blue,32.0,5000.0,8,5,16.51,2.0,4.3,54354.0,6399.0
62,62,Realme,realme C11,Cool Blue,256.0,5000.0,8,5,16.51,4.0,4.3,202.0,8999.0
63,63,Realme,realme C11,Cool Grey,256.0,5000.0,8,5,16.51,4.0,4.3,202.0,8999.0
64,64,Realme,realme 9,Midnight Black,256.0,5000.0,64,16,16.76,8.0,4.3,12752.0,20999.0
65,65,Realme,realme 9,Aurora Green,256.0,5000.0,64,16,16.76,8.0,4.3,12752.0,20999.0
66,66,Realme,realme C30,Lake Blue,32.0,5000.0,8,5,16.51,3.0,4.1,26797.0,7999.0
67,67,Realme,realme 9,Supersonic Black,128.0,5000.0,48,16,16.51,6.0,4.4,39584.0,17499.0
68,68,Realme,realme C30,Bamboo Green,32.0,5000.0,8,5,16.51,3.0,4.1,26797.0,7999.0
69,69,Realme,realme C30,Denim Black,32.0,5000.0,8,5,16.51,3.0,4.1,26797.0,7999.0
70,70,Realme,realme C11,Cool Blue,256.0,5000.0,8,5,16.51,2.0,4.4,231.0,7499.0
71,71,Realme,realme 8,Supersonic Blue,64.0,5000.0,48,16,16.51,4.0,4.3,75406.0,15499.0
72,72,Realme,realme C21,Cross Black,256.0,5000.0,13,5,16.51,4.0,4.4,146.0,10499.0
73,73,Realme,realme Narzo,Racing Blue,256.0,5000.0,48,16,16.51,6.0,4.3,75615.0,14499.0
74,74,Realme,realme C21Y,Cross Black,256.0,5000.0,13,5,16.51,4.0,4.5,252.0,10499.0
75,75,Realme,realme Narzo,Racing Silver,256.0,5000.0,48,16,16.51,6.0,4.3,75615.0,14499.0
76,76,Realme,realme Narzo,Racing Silver,256.0,5000.0,48,16,16.51,6.0,4.3,75615.0,15499.0
77,77,Realme,realme 9,Aurora Green,128.0,4500.0,50,16,16.26,6.0,4.4,29502.0,24999.0
78,78,Realme,realme GT,Shade Black,128.0,5000.0,64,16,16.81,6.0,4.3,9486.0,29999.0
79,79,Realme,realme GT,Drifting White,128.0,5000.0,64,16,16.81,8.0,4.3,5299.0,31999.0
80,80,Realme,realme GT,Dash Yellow,256.0,5000.0,64,16,16.81,8.0,4.3,5299.0,33999.0
81,81,Realme,realme GT,Shade Black,256.0,5000.0,64,16,16.81,8.0,4.3,5299.0,33999.0
0,0,Redmi,REDMI 9i,Metallic Blue,512.0,5000.0,13,5,16.59,4.0,4.3,183.0,7999.0
1,1,Redmi,REDMI 10,Caribbean Green,64.0,6000.0,50,5,17.02,4.0,4.3,141.0,9999.0
2,2,Redmi,REDMI 10,Pacific Blue,64.0,6000.0,50,5,17.02,4.0,4.3,141.0,9999.0
3,3,Redmi,REDMI 10,Midnight Black,64.0,6000.0,50,5,17.02,4.0,4.3,141.0,9999.0
4,4,Redmi,REDMI 9i,Coral Green,512.0,5000.0,13,5,16.59,4.0,4.3,183.0,7999.0
5,5,Redmi,REDMI 10,Phantom Black,512.0,6000.0,50,8,16.51,6.0,4.1,45.0,12999.0
6,6,Redmi,REDMI 9,Coral Green,512.0,5000.0,13,5,16.59,4.0,4.2,7087.0,8483.0
7,7,Redmi,REDMI 9,Coral Green,512.0,5000.0,13,5,16.59,4.0,4.2,7087.0,8483.0
8,8,Redmi,REDMI 9i,Carbon Black,512.0,5000.0,13,5,16.59,4.0,4.3,183.0,7999.0
9,9,Redmi,REDMI 9,Metallic Purple,512.0,5000.0,13,5,16.59,4.0,4.2,7087.0,8449.0
10,10,Redmi,REDMI 9,Carbon Black,512.0,5000.0,13,5,16.59,4.0,4.2,7087.0,8114.0
11,11,Redmi,REDMI 10,Midnight Black,128.0,6000.0,50,5,17.02,6.0,4.2,18768.0,11999.0
12,12,Redmi,Redmi 9A,Metallic Blue,512.0,5000.0,13,5,16.59,2.0,4.2,22510.0,6879.0
13,13,Redmi,Redmi 9A,Carbon Black,512.0,5000.0,13,5,16.59,2.0,4.2,22510.0,6895.0
14,14,Redmi,REDMI 10,Astral White,512.0,6000.0,50,8,16.51,6.0,4.2,7308.0,12999.0
15,15,Redmi,REDMI Note,Vintage Bronze,512.0,5020.0,64,16,16.94,6.0,4.3,40233.0,15999.0
16,16,Redmi,REDMI 10,Pacific Blue,128.0,6000.0,50,5,17.02,6.0,4.2,18768.0,11999.0
17,17,Redmi,REDMI Note,Thunder Purple,512.0,5000.0,64,13,16.33,6.0,4.3,19967.0,12999.0
18,18,Redmi,REDMI Note,Bifrost Blue,512.0,5000.0,64,13,16.33,6.0,4.3,19967.0,12999.0
19,19,Redmi,REDMI 10,Caribbean Green,128.0,6000.0,50,5,17.02,6.0,4.2,18768.0,11999.0
20,20,Redmi,REDMI Note,Space Black,512.0,5000.0,64,13,16.33,6.0,4.3,19967.0,12999.0
21,21,Redmi,REDMI 10A,Charcoal Black,64.0,5000.0,13,13,16.59,4.0,4.2,3940.0,8688.0
22,22,Redmi,REDMI Note,Cosmic White,512.0,5000.0,64,13,16.33,6.0,4.3,19967.0,12999.0
23,23,Redmi,REDMI 9i,Midnight Black,512.0,5000.0,13,5,16.59,4.0,4.3,573.0,8999.0
24,24,Redmi,REDMI 9,Carbon Black,512.0,5000.0,13,5,16.59,6.0,4.2,3961.0,10499.0
25,25,Redmi,REDMI 10A,Slate grey,64.0,5000.0,13,13,16.59,4.0,4.1,5167.0,8663.0
26,26,Redmi,REDMI 10A,Charcoal Black,32.0,5000.0,13,13,16.59,3.0,4.1,1139.0,7789.0
27,27,Redmi,REDMI 10A,Sea Blue,64.0,5000.0,13,13,16.59,4.0,4.2,3940.0,8603.0
28,28,Redmi,REDMI Note,Vintage Bronze,512.0,5020.0,108,16,16.94,6.0,4.3,15462.0,17999.0
29,29,Redmi,REDMI Note,Dark Nebula,512.0,5020.0,108,16,16.94,6.0,4.3,15462.0,17999.0
30,30,Redmi,REDMI 9,Carbon Black,64.0,5000.0,13,13,16.59,4.0,4.2,7087.0,8690.0
31,31,Redmi,REDMI 9,Metallic Purple,512.0,5000.0,13,5,16.59,6.0,4.2,3961.0,10499.0
32,32,Redmi,REDMI 10A,Charcoal Black,64.0,5000.0,13,13,16.59,4.0,4.2,3940.0,8524.0
33,33,Redmi,REDMI 9,Coral Green,512.0,5000.0,13,5,16.59,6.0,4.2,3961.0,10499.0
34,34,Redmi,REDMI 10,Bifrost Blue,512.0,6000.0,50,8,16.51,4.0,4.2,11186.0,12499.0
35,35,Redmi,REDMI 9i,Sea Blue,512.0,5000.0,13,5,16.59,4.0,4.3,573.0,8999.0
36,36,Redmi,REDMI Note,Dark Night,512.0,5020.0,108,16,16.94,6.0,4.3,15462.0,17999.0
37,37,Redmi,REDMI Note,Aqua Green,512.0,5000.0,48,13,16.33,4.0,4.3,13251.0,12990.0
38,38,Redmi,Redmi 9A,Carbon Black,512.0,5000.0,13,5,16.59,2.0,4.2,22510.0,6729.0
39,39,Redmi,Redmi 9A,Coral Green,512.0,5000.0,13,5,16.59,2.0,4.2,22510.0,6669.0
40,40,Redmi,REDMI A1,Light Blue,32.0,5000.0,5,8,16.56,2.0,4.2,639.0,6796.0
41,41,Redmi,REDMI 10,Phantom Black,64.0,6000.0,50,50,16.51,4.0,4.2,2678.0,11984.0
42,42,Redmi,REDMI Note,Horizon Blue,64.0,50.0,50,50,16.26,4.0,4.3,83.0,12999.0
43,43,Redmi,REDMI 10,Bifrost Blue,512.0,6000.0,50,8,16.51,6.0,4.2,7308.0,16999.0
44,44,Redmi,REDMI Note,Metallic Blue,64.0,5000.0,48,8,16.66,4.0,4.3,42543.0,14999.0
45,45,Redmi,REDMI Note,Chromium White,64.0,5000.0,48,8,16.66,4.0,4.3,42543.0,14999.0
46,46,Redmi,REDMI Note,Mint Green,128.0,5000.0,48,8,16.66,6.0,4.2,29121.0,16999.0
47,47,Redmi,REDMI NOTE,Aurora Blue,64.0,5020.0,48,48,16.94,4.0,4.3,2057.0,13250.0
48,48,Redmi,REDMI NOTE,Aurora Blue,128.0,5020.0,48,48,16.94,6.0,4.3,804.0,15989.0
49,49,Redmi,REDMI Note,Horizon Blue,128.0,5000.0,108,108,16.33,8.0,4.1,650.0,16249.0
50,50,Redmi,REDMI 10A,SLATE GREY,128.0,5000.0,13,13,16.59,6.0,3.9,335.0,11345.0
51,51,Redmi,REDMI 10A,SEA BLUE,128.0,5000.0,13,13,16.59,6.0,3.9,335.0,10989.0
52,52,Redmi,REDMI Note,Graphite Black,64.0,5000.0,48,8,16.66,4.0,4.3,42543.0,14999.0
53,53,Redmi,REDMI A1,Light Blue,512.0,5000.0,8,5,16.56,3.0,4.0,145.0,8499.0
54,54,Redmi,REDMI A1,Light Blue,512.0,5000.0,8,5,16.56,3.0,4.0,145.0,8499.0
55,55,Redmi,REDMI 9,Space Blue,512.0,5020.0,13,8,16.59,4.0,4.4,226.0,11490.0
56,56,Redmi,REDMI Note,Mint Green,64.0,5000.0,48,8,16.66,4.0,4.3,42543.0,14999.0
57,57,Redmi,Redmi Note,Starburst White,128.0,5000.0,50,50,16.33,6.0,4.2,7929.0,15958.0
58,58,Redmi,Redmi Note,Space Black,128.0,5000.0,50,50,16.33,6.0,4.2,7929.0,15518.0
59,59,Redmi,REDMI K50i,Stealth Black,128.0,5080.0,64,64,16.76,6.0,4.2,607.0,23990.0
60,60,Redmi,REDMI 10,Astral White,512.0,6000.0,50,8,16.51,4.0,4.2,11186.0,11499.0
61,61,Redmi,REDMI A1,Light Green,512.0,5000.0,8,5,16.56,2.0,4.2,332.0,7499.0
62,62,Redmi,REDMI A1,Black,512.0,5000.0,8,5,16.56,3.0,4.0,145.0,8499.0
63,63,Redmi,REDMI Note,Space Black,128.0,5000.0,50,50,16.33,8.0,4.1,650.0,16210.0
64,64,Redmi,REDMI 9,Sunrise Flare,512.0,5020.0,13,8,16.59,4.0,4.4,226.0,11490.0
65,65,Redmi,REDMI Note,Horizon Blue,128.0,5000.0,108,108,16.33,6.0,4.2,1782.0,15653.0
66,66,Redmi,REDMI Note,Polar White,128.0,5000.0,108,108,16.33,6.0,4.2,1782.0,16489.0
67,67,Redmi,REDMI Note,Polar White,128.0,5000.0,108,108,16.33,8.0,4.1,650.0,16364.0
68,68,Redmi,REDMI Note,Chromium White,64.0,5000.0,48,8,16.66,4.0,4.3,42543.0,14999.0
69,69,Redmi,Redmi Note,Starburst White,64.0,5000.0,50,50,16.33,4.0,4.2,8229.0,13097.0
70,70,Redmi,REDMI Note,Stardust White,128.0,5000.0,50,50,16.76,6.0,4.2,4932.0,16270.0
71,71,Redmi,REDMI Note,Deep Sea,512.0,5000.0,64,13,16.33,6.0,4.4,80647.0,14999.0
72,72,Redmi,REDMI Note,Deep Sea,512.0,5000.0,64,13,16.33,6.0,4.4,80647.0,14999.0
73,73,Redmi,REDMI Note,Shadow Black,512.0,5020.0,48,13,16.59,4.0,4.3,122.0,11999.0
74,74,Redmi,REDMI Note,Horizon Blue,128.0,5000.0,108,108,16.33,8.0,4.1,650.0,16450.0
75,75,Redmi,REDMI 10,Phantom Black,64.0,6000.0,50,50,16.51,4.0,4.2,2678.0,11982.0
76,76,Redmi,Redmi Note,Horizon Blue,128.0,5000.0,50,50,16.33,6.0,4.2,7929.0,15889.0
77,77,Redmi,Redmi Note,Starburst White,64.0,5000.0,50,50,16.33,4.0,4.2,8229.0,13999.0
78,78,Redmi,REDMI Note,Glacier White,128.0,5020.0,48,48,16.94,6.0,4.3,804.0,14850.0
79,79,Redmi,REDMI 11,FlashyBlack,128.0,5000.0,50,50,16.71,6.0,5.0,3.0,16390.0
0,0,Vivo,vivo T1,Starlight Black,128.0,5000.0,50,16,16.71,6.0,4.4,142.0,16990.0
1,1,Vivo,vivo T1,Starry Sky,128.0,5000.0,50,16,16.36,4.0,4.4,63308.0,14499.0
2,2,Vivo,vivo T1,Midnight Galaxy,128.0,5000.0,50,16,16.36,4.0,4.4,63308.0,14499.0
3,3,Vivo,vivo T1,Rainbow Fantasy,128.0,5000.0,50,16,16.71,4.0,4.3,52996.0,15990.0
4,4,Vivo,vivo T1,Rainbow Fantasy,128.0,5000.0,50,16,16.71,6.0,4.4,142.0,16990.0
5,5,Vivo,vivo T1,Starry Sky,128.0,5000.0,50,16,16.36,6.0,4.4,36292.0,15999.0
6,6,Vivo,vivo T1,Ice Dawn,128.0,5000.0,50,16,16.36,6.0,4.4,36292.0,15999.0
7,7,Vivo,vivo T1,Starlight Black,128.0,5000.0,50,16,16.71,4.0,4.3,52996.0,15990.0
8,8,Vivo,vivo T1,Rainbow Fantasy,128.0,5000.0,50,16,16.71,8.0,4.3,13169.0,19990.0
9,9,Vivo,vivo T1,Starlight Black,128.0,5000.0,50,16,16.71,8.0,4.3,13169.0,19990.0
10,10,Vivo,vivo T1,Silky White,128.0,5000.0,50,16,16.71,4.0,4.3,52996.0,15990.0
11,11,Vivo,vivo T1X,Space Blue,64.0,5000.0,50,8,16.71,4.0,4.5,54626.0,11999.0
12,12,Vivo,vivo T1X,Gravity Black,64.0,5000.0,50,8,16.71,4.0,4.5,54626.0,11999.0
13,13,Vivo,vivo T1,Midnight Galaxy,128.0,5000.0,50,16,16.36,8.0,4.3,4383.0,17999.0
14,14,Vivo,vivo T1,Midnight Galaxy,128.0,5000.0,50,16,16.36,6.0,4.4,36292.0,15999.0
15,15,Vivo,vivo T1X,Space Blue,128.0,5000.0,50,8,16.71,4.0,4.5,54626.0,12999.0
16,16,Vivo,vivo T1X,Space Blue,128.0,5000.0,50,8,16.71,6.0,4.4,2695.0,14999.0
17,17,Vivo,vivo T1,Starry Sky,128.0,5000.0,50,16,16.36,8.0,4.3,4383.0,17999.0
18,18,Vivo,vivo T1X,Gravity Black,128.0,5000.0,50,8,16.71,6.0,4.4,2695.0,14999.0
19,19,Vivo,vivo Y16,Drizzling Gold,64.0,5000.0,13,5,16.54,3.0,4.2,243.0,10999.0
20,20,Vivo,vivo T1,Turbo Cyan,128.0,4700.0,64,16,16.36,8.0,4.3,12861.0,24999.0
21,21,Vivo,vivo Y21G,Midnight Blue,64.0,5000.0,13,8,16.54,4.0,4.3,1798.0,13499.0
22,22,Vivo,vivo V23e,Midnight Blue,128.0,4050.0,50,44,16.36,8.0,4.2,1557.0,23869.0
23,23,Vivo,vivo Y01,Elegant Black,32.0,5000.0,8,5,16.54,2.0,4.2,881.0,7999.0
24,24,Vivo,vivo Y01,Sapphire Blue,32.0,5000.0,8,5,16.54,2.0,4.2,881.0,7999.0
25,25,Vivo,vivo Y22,Starlit Blue,64.0,5000.0,50,8,16.64,4.0,4.3,204.0,14499.0
26,26,Vivo,vivo Y16,Steller Black,64.0,5000.0,13,5,16.54,4.0,4.4,312.0,12999.0
27,27,Vivo,vivo Y16,Drizzling Gold,32.0,5000.0,13,5,16.54,3.0,4.2,243.0,9999.0
28,28,Vivo,vivo Y21G,Diamond Glow,64.0,5000.0,13,8,16.54,4.0,4.3,1798.0,13499.0
29,29,Vivo,vivo V25,Surfing Blue,128.0,4500.0,64,50,16.36,8.0,4.3,4726.0,27999.0
30,30,Vivo,vivo V25,Elegant Black,128.0,4500.0,64,50,16.36,8.0,4.3,4726.0,27999.0
31,31,Vivo,vivo Y16,Steller Black,32.0,5000.0,13,5,16.54,3.0,4.2,243.0,10199.0
32,32,Vivo,vivo Y15s,Mystic Blue,32.0,5000.0,13,8,16.54,3.0,4.3,3124.0,9499.0
33,33,Vivo,vivo T1,Turbo Black,128.0,4700.0,64,16,16.36,8.0,4.3,12907.0,24999.0
34,34,Vivo,vivo T1,Turbo Black,128.0,4700.0,64,16,16.36,6.0,4.3,6588.0,28990.0
35,35,Vivo,vivo V25,Surfing Blue,256.0,4500.0,64,50,16.36,12.0,4.2,918.0,31999.0
36,36,Vivo,vivo Y22,Metaverse Green,64.0,5000.0,50,8,16.64,4.0,4.3,204.0,14499.0
37,37,Vivo,vivo Y53s,Deep Sea,128.0,5000.0,64,16,16.71,8.0,4.3,17755.0,15490.0
38,38,Vivo,vivo Y21T,Midnight Blue,128.0,5000.0,50,8,16.71,4.0,4.3,1449.0,15499.0
39,39,Vivo,vivo Y15s,Wave Green,32.0,5000.0,13,8,16.54,3.0,4.3,3124.0,9499.0
40,40,Vivo,vivo Y73,Roman Black,128.0,4000.0,64,16,16.36,8.0,4.4,9865.0,18990.0
41,41,Vivo,vivo Y22,Metaverse Green,128.0,5000.0,50,8,16.64,6.0,4.2,162.0,16499.0
42,42,Vivo,vivo Y33s,Mirror Black,128.0,5000.0,50,16,16.71,8.0,4.3,12012.0,17293.0
43,43,Vivo,vivo y15s,MYSTIC BLUE,32.0,5000.0,13,13,16.54,3.0,4.3,3124.0,9899.0
44,44,Vivo,vivo Y22,Starlit Blue,128.0,5000.0,50,8,16.64,6.0,4.2,162.0,16499.0
